Date,Team,Acquired,Relinquished,Notes
2001-01-23,Nets,• Soumaila Samake,,activated from IL
2001-01-23,Nuggets,• Calbert Cheaney,,activated from IL
2001-01-23,Raptors,,• Mamadou N'diaye,placed on IL with strained right groin
2001-01-23,Raptors,• Tyrone Bogues / Muggsy Bogues,,activated from IL
2001-01-24,Pistons,,• Eric Montross,placed on IL with hyperextended left elbow
2001-01-24,Pistons,• Jerome Williams,,activated from IL
2001-01-24,Rockets,,• Kelvin Cato,placed on IL with partially torn left rotator cuff
2001-01-24,Rockets,• Hakeem Olajuwon,,activated from IL
2001-01-24,Suns,,• Tom Gugliotta,placed on IL with sore left knee
2001-01-24,Suns,• Daniel Santiago,,activated from IL
2001-01-25,Blazers,,• Scottie Pippen,placed on IR with right elbow tendinitis
2001-01-25,Blazers,• Antonio Harvey,,activated from IL
2001-01-25,Jazz,,• David Benoit,placed on IR with strained right deltoid muscle
2001-01-25,Jazz,• Scott Padgett,,activated from IL
2001-01-25,Mavericks,,• Donnell Harvey,placed on IR with right elbow tendinitis
2001-01-25,Mavericks,• Greg Buckner,,activated from IL
2001-01-25,Spurs,,• Ira Newble,placed on IL with sprained right wrist
2001-01-25,Spurs,• Shawnelle Scott,,activated from IL
2001-01-25,Wizards,,• Laron Profit,placed on IL with back spasms
2001-01-25,Wizards,• Mitch Richmond,,activated from IL
2001-01-26,Hawks,,• Brevin Knight,placed on IL with strained right groin
2001-01-26,Hornets,,• Eldridge Recasner,placed on IR with bronchitis
2001-01-27,Nuggets,• Calbert Cheaney,,activated from IL
2001-01-29,Clippers,• Corey Maggette,,activated from IL
2001-01-29,Sonics,• Ruben Wolkowyski,,activated from IL
2001-01-30,Heat,,• Todd Fuller,placed on IL with left knee patella tendinitis
2001-01-30,Heat,• Don MacLean,,activated from IL
2001-01-30,Pacers,,• Sam Perkins,placed on IL with sprained neck
2001-01-30,Pacers,• Bruno Sundov,,activated from IL
2001-02-01,Blazers,,• Antonio Harvey,placed on IL with sore right knee
2001-02-01,Blazers,• Detlef Schrempf,,activated from IL
2001-02-01,Knicks,,• Felton Spencer,placed on IL with sore right knee
2001-02-01,Knicks,• Lavor Postell,,activated from IL
2001-02-01,Suns,• Tom Gugliotta,,activated from IL
2001-02-02,Hawks,• Brevin Knight,,activated from IL
2001-02-02,Pistons,,• Billy Owens,placed on IL with back spasms
2001-02-02,Pistons,• Eric Montross,,activated from IL
2001-02-03,Raptors,,• Tyrone Bogues / Muggsy Bogues,placed on IL with sore right knee
2001-02-03,Raptors,• Mamadou N'diaye,,activated from IL
2001-02-05,Hawks,• Matt Maloney,,activated from IL
2001-02-05,Hornets,• Eldridge Recasner,,activated from IL
2001-02-06,Kings,,• Jon Barry,placed on IL with broken left hand (out 4-6 weeks)
2001-02-07,Kings,• Jabari Smith,,activated from IL
2001-02-08,Hornets,,• Lee Nailon,placed on IL with lower back spasms
2001-02-08,Hornets,• Tim James,,activated from IL
2001-02-08,Nets,• Jamie Feick,,activated from IL
2001-02-08,Spurs,• Avery Johnson,,activated from IL
2001-02-13,76ers,,• Theo Ratliff,placed on IL with fractured right wrist
2001-02-13,76ers,• Eric Snow,,activated from IL
2001-02-13,76ers,• Matt Geiger,,activated from IL
2001-02-13,Hawks,,• Hanno Mottola,placed on IL with sprained left elbow
2001-02-13,Spurs,,• Malik Rose,placed on IR with sore right hip (DNP)
2001-02-13,Spurs,• Ira Newble,,activated from IL
2001-02-14,Hawks,,• Matt Maloney,placed on IR with a strained right hand
2001-02-14,Wizards,,• Calvin Booth,placed on IR with shooter's elbow
2001-02-14,Wizards,• Obinna Ekezie,,activated from IL
2001-02-15,Cavaliers,,• Anthony Johnson,placed on IL with left knee patellar tendinitis
2001-02-15,Cavaliers,• Wesley Person,,activated from IL
2001-02-15,Celtics,,• Randy Brown,placed on IL with hyperextended left knee
2001-02-15,Celtics,• Chris Herren,,activated from IL
2001-02-15,Pacers,,• Terry Mills,placed on IL with knee injury
2001-02-15,Pacers,• Sam Perkins,,activated from IL
2001-02-16,Hornets,,• Derrick Coleman,placed on IL with strained left calf
2001-02-16,Rockets,,• Jason Collier,placed on IR with quadriceps tendinitis
2001-02-16,Rockets,• Kelvin Cato,,activated from IL
2001-02-18,Kings,,• Nick Anderson,placed on IL with lower back spasms
2001-02-18,Lakers,,• Ron Harper,placed on IL with sore left knee
2001-02-18,Lakers,• Mike Penberthy,,activated from IL
2001-02-20,Magic,,• Pat Garrity,placed on IL with surgery on left knee (out 2-3 weeks)
2001-02-21,Spurs,,• Ira Newble,placed on IL with patella tendinitis
2001-02-22,76ers,• Juan Sanchez / Pepe Sanchez,,activated from IL
2001-02-22,Blazers,,• Will Perdue,placed on IL with strained left hamstring
2001-02-22,Blazers,• Scottie Pippen,,activated from IL
2001-02-22,Knicks,,• Travis Knight,placed on IL with sprained left ankle
2001-02-22,Mavericks,• Donnell Harvey,,activated from IL
2001-02-22,Mavericks,• Eduardo Najera,,activated from IL
2001-02-22,Mavericks,• Etan Thomas,,activated from IL
2001-02-22,Pistons,,• Jud Buechler,placed on IL with back spasms
2001-02-22,Wizards,,• Rod Strickland,placed on IL with sore hamstrings
2001-02-22,Wizards,• Laron Profit,,activated from IL
2001-02-23,Hawks,,• Theo Ratliff,placed on IL with a stress fracture in right wrist
2001-02-23,Hawks,• Hanno Mottola,,activated from IL
2001-02-23,Hornets,• Lee Nailon,,activated from IL
2001-02-23,Mavericks,,• Calvin Booth,placed on IR with left elbow tendinitis
2001-02-23,Pistons,,• Kornel David,placed on IL with back spasms
2001-02-23,Pistons,• Billy Owens,,activated from IL
2001-02-23,Pistons,• Brian Cardinal,,activated from IL
2001-02-23,Raptors,,• Mamadou N'diaye,placed on IL with strained groin
2001-02-25,Cavaliers,,• Chucky Brown,placed on IL with sprained right ankle
2001-02-25,Cavaliers,• Matt Harpring,,activated from IL
2001-02-25,Knicks,,• Tyrone Bogues / Muggsy Bogues,placed on IL with sore right knee
2001-02-25,Knicks,• Rick Brunson,,activated from IL
2001-02-26,Celtics,,• Kenny Anderson,placed on IL with sprained right ankle
2001-02-26,Celtics,• Randy Brown,,activated from IL
2001-02-27,Mavericks,,• Obinna Ekezie,placed on IL with sprained right (left?) ankle
2001-02-28,Bulls,,• Khalid El-Amin,placed on IL with left knee tendinitis
2001-02-28,Bulls,• A.J. Guyton,,activated from IL
2001-02-28,Nuggets,,• Anthony Goldwire,placed on IL with sprained right wrist
2001-02-28,Nuggets,• Terry Davis,,activated from IL
2001-02-28,Rockets,,• Matt Bullard,placed on IR with stress fracture in back
2001-02-28,Warriors,,• Chris Mullin,placed on IL with strained lower back
2001-02-28,Warriors,• Erick Dampier,,activated from IL
2001-03-01,Bucks,,• Jerome Kersey,placed on IL with foot injury
2001-03-01,Bucks,• Darvin Ham,,activated from IL
2001-03-02,Bulls,,• Dragan Tarlac,placed on IL with left ankle tendinitis
2001-03-02,Bulls,• Michael Ruffin,,activated from IL
2001-03-02,Jazz,,• DeShawn Stevenson,placed on IL with right knee tendinitis
2001-03-02,Jazz,• David Benoit,,activated from IL
2001-03-02,Magic,• Pat Garrity,,activated from IL
2001-03-02,Wizards,,• Tyrone Nesby,placed on IL with sprained right ankle
2001-03-04,Knicks,,• Rick Brunson,placed on IL with plantar fasciatis in right foot
2001-03-04,Knicks,• Travis Knight,,activated from IL
2001-03-05,Blazers,,• Greg Anthony,placed on IL with sore right shoulder
2001-03-05,Blazers,• Gary Grant,,activated from IL
2001-03-05,Grizzlies,,• Brent Price,placed on IR with right knee osteoarthritis
2001-03-05,Pistons,,• Brian Cardinal,placed on IL with patella tendinitis in both knees
2001-03-05,Spurs,,• Jaren Jackson Sr.,placed on IL with strained right calf
2001-03-05,Spurs,• Shawnelle Scott,,activated from IL
2001-03-06,Knicks,,• Luc Longley,placed on IR with sprained left ankle / sore back
2001-03-06,Knicks,• Felton Spencer,,activated from IL
2001-03-06,Wizards,,• Chris Whitney,placed on IL with sprained left ankle
2001-03-07,76ers,,• Roshown McLeod,placed on IL with left leg injury
2001-03-07,Heat,,• Eddie Jones,placed on IR with dislocated left shoulder
2001-03-07,Heat,• Ricky Davis,,activated from IL
2001-03-07,Pacers,,• Bruno Sundov,placed on IL with strained left groin
2001-03-07,Pacers,• Terry Mills,,activated from IL
2001-03-08,Nuggets,,• Calbert Cheaney,placed on IL
2001-03-08,Nuggets,• Anthony Goldwire,,activated from IL
2001-03-09,Hawks,,• Lorenzen Wright,placed on IL with a sprained right thumb
2001-03-10,Pacers,,• Derrick McKey,placed on IL with strained lower back
2001-03-11,Celtics,,• Chris Carr (Dean),placed on IL with broken left thumb
2001-03-11,Celtics,• Jerome Moiso,,activated from IL
2001-03-11,Hornets,,• Eldridge Recasner,placed on IL with back spasms
2001-03-11,Pacers,• Lari Ketner,,activated from IL
2001-03-12,Hawks,• Matt Maloney,,activated from IL
2001-03-12,Kings,,• Jabari Smith,placed on IL with right knee tendinitis
2001-03-12,Kings,• Jon Barry,,activated from IL
2001-03-13,Lakers,,• Mike Penberthy,placed on IL with strained right shoulder
2001-03-14,Spurs,,• Derrick Dial,placed on IL with sprained right wrist
2001-03-15,Rockets,,• Hakeem Olajuwon,placed on IR with blood clot in left leg
2001-03-15,Rockets,• Matt Bullard,,activated from IL
2001-03-16,Blazers,,• Erick Barkley,placed on IL with sore left knee
2001-03-16,Blazers,• Greg Anthony,,activated from IL
2001-03-16,Bulls,,• Michael Ruffin,placed on IR with fractured left hand
2001-03-16,Bulls,• Dragan Tarlac,,activated from IL
2001-03-16,Cavaliers,,• Cedric Henderson (E.),placed on IL with strained left groin
2001-03-16,Cavaliers,• Anthony Johnson,,activated from IL
2001-03-16,Pacers,,• Lari Ketner,placed on IL with lower back spasms
2001-03-16,Pacers,• Tyus Edney,,activated from IL
2001-03-16,Spurs,,• Ira Newble,placed on IR with sprained finger
2001-03-16,Spurs,• Malik Rose,,activated from IL
2001-03-19,Hawks,• Lorenzen Wright,,activated from IL
2001-03-19,Pacers,,• Terry Mills,placed on IL with strained lower back
2001-03-19,Pacers,• Derrick McKey,,activated from IL
2001-03-20,Bulls,• Khalid El-Amin,,activated from IL
2001-03-20,Cavaliers,,• Robert Traylor / Tractor Traylor,placed on IL with lower back spasms
2001-03-20,Cavaliers,• Chucky Brown,,activated from IL
2001-03-21,Hornets,• Eldridge Recasner,,activated from IL
2001-03-21,Mavericks,,• Gary Trent,placed on IR with sprained left toe
2001-03-21,Mavericks,• Calvin Booth,,activated from IL
2001-03-21,Nets,,• Jamie Feick,placed on IR with sore left Achilles tendon
2001-03-23,Lakers,,• Tyronn Lue,placed on IL with sprained left ankle
2001-03-23,Mavericks,• Obinna Ekezie,,activated from IL
2001-03-23,Pistons,,• Michael Curry,placed on IR with dislocated right thumb
2001-03-23,Pistons,• Kornel David,,activated from IL
2001-03-24,Mavericks,,• Donnell Harvey,placed on IR with right elbow tendinitis
2001-03-25,Timberwolves,,• Anthony Peeler,placed on IL with sprained left ankle
2001-03-25,Timberwolves,• Sam Jacobson,,activated from IL
2001-03-26,Cavaliers,,• Jim Jackson,placed on IR with plantar fasciitis in left foot
2001-03-26,Cavaliers,• Cedric Henderson (E.),,activated from IL
2001-03-26,Mavericks,• Obinna Ekezie,,activated from IL
2001-03-27,Bulls,,• Bryce Drew,placed on IR with right foot plantar fascia strain (torn per Bulls media guide)
2001-03-27,Heat,,• Don MacLean,placed on IR with left knee/quadriceps tendinitis
2001-03-27,Heat,• Alonzo Mourning,,activated from IL
2001-03-27,Jazz,,• David Benoit,placed on IR with strained right deltoid muscle (sprained right ankle per P)
2001-03-27,Jazz,• Quincy Lewis,,activated from IL
2001-03-27,Rockets,,• Sean Colson,placed on IR with sore right foot
2001-03-27,Rockets,• Hakeem Olajuwon,,activated from IL
2001-03-28,Mavericks,,• Mark Bryant,placed on IL with sprained left thumb
2001-03-29,Bulls,,• Dragan Tarlac,placed on IR with sprained left ankle (sprained right ankle per Bulls media guide)
2001-03-29,Bulls,• Jake Voskuhl,,activated from IL
2001-03-30,Cavaliers,,• Cedric Henderson (E.),placed on IL with strained left groin
2001-03-30,Cavaliers,• Robert Traylor / Tractor Traylor,,activated from IL
2001-03-30,Celtics,,• Jerome Moiso,placed on IR with right infrapatella tendonitis
2001-03-31,Warriors,,• Bob Sura,placed on IL with strained lower back
2001-04-02,Hornets,• Derrick Coleman,,activated from IL
2001-04-03,Heat,,• Duane Causwell,placed on IL with sprained left ankle
2001-04-03,Heat,• Todd Fuller,,activated from IL
2001-04-04,Magic,,• Darrell Armstrong,placed on IL with strained groin
2001-04-04,Nuggets,,• Terry Davis,placed on IL with strained left calf
2001-04-04,Wizards,• Tyrone Nesby,,activated from IL
2001-04-05,Kings,,• Art Long,placed on IL with right knee patella tendinitis
2001-04-05,Kings,• Nick Anderson,,activated from IL
2001-04-05,Rockets,,• Maurice Taylor,placed on IR with sore left & right Achilles tendon
2001-04-05,Rockets,• Sean Colson,,activated from IL
2001-04-06,76ers,,• Juan Sanchez / Pepe Sanchez,placed on IL with right knee tendinitis
2001-04-06,Blazers,,• Shawn Kemp,"placed on IR, player checked into drug rehab program for cocaine abuse"
2001-04-06,Blazers,• Antonio Harvey,,activated from IL
2001-04-06,Magic,• Dee Brown (a),,activated from IL
2001-04-06,Mavericks,,• Greg Buckner,placed on IR with dislocated left kneecap
2001-04-06,Mavericks,,• Obinna Ekezie,placed on IL with left Achilles tendinitis
2001-04-06,Mavericks,• Donnell Harvey,,activated from IL
2001-04-06,Mavericks,• Mark Bryant,,activated from IL
2001-04-06,Timberwolves,,• Sam Jacobson,placed on IL with right knee patella tendinitis
2001-04-06,Timberwolves,• Anthony Peeler,,activated from IL
2001-04-07,Celtics,,• Randy Brown,placed on IR with a right adductor strain
2001-04-07,Celtics,• Jerome Moiso,,activated from IL
2001-04-07,Jazz,• David Benoit,,activated from IL
2001-04-08,Knicks,• Rick Brunson,,activated from IL
2001-04-08,Pistons,,• Billy Owens,placed on IL with back spasms
2001-04-09,Jazz,• David Benoit,,activated from IL
2001-04-09,Pistons,• Brian Cardinal,,activated from IL
2001-04-10,Blazers,,• Bonzi Wells,placed on IL with torn ACL in left knee (out for season)
2001-04-10,Blazers,• Will Perdue,,activated from IL
2001-04-10,Heat,,• Todd Fuller,placed on IL with left knee tendinitis
2001-04-10,Heat,• Eddie Jones,,activated from IL
2001-04-10,Hornets,,• Tim James,placed on IL with left knee tendinitis
2001-04-10,Lakers,,• Isaiah Rider / J.R. Rider,placed on IL with back spasms
2001-04-10,Lakers,• Stanislav Medvedenko,,activated from IL
2001-04-11,Jazz,,• Scott Padgett,placed on IL with strained right groin
2001-04-11,Jazz,• DeShawn Stevenson,,activated from IL
2001-04-13,Bulls,,• Jamal Crawford,placed on IL with hyperextended left knee
2001-04-13,Bulls,• Dragan Tarlac,,activated from IL
2001-04-14,Bucks,,• Tim Thomas,placed on IR with right shoulder subluxation
2001-04-14,Bucks,• Jerome Kersey,,activated from IL
2001-04-14,Warriors,• Bob Sura,,activated from IL
2001-04-15,Heat,,• Tim Hardaway Sr.,placed on IL with bruised left foot
2001-04-15,Heat,• Duane Causwell,,activated from IL
2001-04-15,Magic,,• Cory Alexander,placed on IL with bruised right foot
2001-04-15,Magic,• Darrell Armstrong,,activated from IL
2001-04-15,Sonics,• David Wingate,,activated from IL
2001-04-16,Cavaliers,• Jim Jackson,,activated from IL
2001-04-16,Clippers,,• Corey Maggette,placed on IL with strained right groin
2001-04-16,Clippers,• Zendon Hamilton,,activated from IL
2001-04-17,76ers,,• Allen Iverson,placed on IR with bursitis in right elbow
2001-04-17,76ers,• Roshown McLeod,,activated from IL
2001-04-17,Bucks,,• Jason Caffey,placed on IL with left knee tendinitis
2001-04-17,Bucks,,• Sam Cassell,placed on IL with strained right hip flexor
2001-04-17,Bucks,• Jason Hart,,activated from IL
2001-04-17,Bucks,• Michael Redd,,activated from IL
2001-04-17,Pacers,,• Derrick McKey,placed on IL with strained lower back
2001-04-17,Pacers,,• Sam Perkins,placed on IL with sprained left ankle
2001-04-17,Pacers,• Bruno Sundov,,activated from IL
2001-04-17,Pacers,• Terry Mills,,activated from IL
2001-04-18,76ers,,• Dikembe Mutombo,placed on IR with sprained left fifth toe
2001-04-18,76ers,• Juan Sanchez / Pepe Sanchez,,activated from IL
2001-04-18,Heat,,• Anthony Mason Sr.,placed on IL with sprained left ankle
